Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
Default,False,"To Answer Murphy Williamsons answer below.  if homosexuality is unnatural, then why do 1,500 (probably more than that now, study was in 2006) species in the world exhibit such behavior?  This is simple.  Animals do lots of nasty things.  They lick of up their own vomit and a dog will hump anything that moves.  You have never seen a dog trying to hump a person leg before.  They are animals.  If a person rejects God then eventualy God can give that person up to those kind of thoughts and they become like animals.  They become Gay and homos and do all sorts of vile acts.

  The bible makes this clear.  Read:


 Romans 1:26-32

26 For this cause God gave them up unto vile affections: for even their women did change the natural use into that which is against nature:

27 And likewise also the men, leaving the natural use of the woman, burned in their lust one toward another; men with men working that which is unseemly, and receiving in themselves that recompense of their error which was meet.

28 And even as they did not like to retain God in their knowledge, God gave them over to a reprobate mind, to do those things which are not convenient;

29 Being filled with all unrighteousness, fornication, wickedness, covetousness, maliciousness; full of envy, murder, debate, deceit, malignity; whisperers,

30 Backbiters, haters of God, despiteful, proud, boasters, inventors of evil things, disobedient to parents,

31 Without understanding, covenant breakers, without natural affection, implacable, unmerciful:

32 Who knowing the judgment of God, that they which commit such things are worthy of death, not only do the same, but have pleasure in them that do them.",7 months ago,1.0,Ugh6Hw90EOgX3HgCoAEC,0,2.0,2017-05-05 04:41:46.315,Michael Callinan,lgbt,[]
Default,False,He did not say we have to kill anyone... where is the hate speech... Where? All he said we already know before nothing new. People should say their opinion and whatever they believe freely... In any country... as long as they follow the law.,1 year ago,0.0,UghEz7yYF5AxmHgCoAEC,0,0.0,2016-12-05 09:12:59.917,Abdu عبدو,jews,[]
Default,False,scary host ffs,3 months ago,0.0,UgzEJsn7DHOlmzE96TN4AaABAg,0,0.0,2017-09-13 05:30:21.215,lotsofsnow2,black,[]
7,True,I really can't wait for them to find this guy in a hotel room with a 13 year old boy. It's gonna happen. Nobody shreiks this loudly over this subject unless they're supressing some serious impulses. He'll give in eventually. Methinks he doth protest overmuch!! lol,4 years ago,0.0,Ugwz5WhtJF0t9ldcpAN4AaABAg,0,0.0,2013-12-05 04:47:40.071,tmage01,lgbt,[]
Default,False,Prophet Muhammad PBUH had reasons to marry all of his wives most of them were divorced and therefore needed constant support both financially and with raising children they needed a man they couldn't survive on there own or with just charity that was why the prophet married many women because in Islam a man must be so modest not to interact with women too much so the prophet couldn't fully support these women without making it respectful he married only one because of love and that is Khadija,5 years ago,0.0,Ugwj-U-EF_4CQHllBKR4AaABAg,0,0.0,2012-12-05 09:16:38.109,mohamedehababdelaziz,jews,[]
8,True,How sad it is that allah only gave the command and not the capability....can this guy hear himself?,2 years ago,0.0,UggkiR5mHcCwWXgCoAEC,0,0.0,2015-12-05 09:14:13.902,AVINASH KUMAR,jews,[]
"1,8",True,"in fact, The Title is Not 100% Correct ... better would be ""Why Does Allah Have Chosen Arabs, and Not Jews?"" ... it is similar to ""Why Allah Blessed Arabs?"" ... HMM, I THINK THAT GOD BLESSED ALL THE PEOPLE, I THINK THAT ALL THE PEOPLE, JEWISH, ARABS, NON-MUSLIMS, KNOW THE PATH OF THE TRUTH, THE RIGHT PATH, SINCE BIRTH ... ... BUT THE PROBLEM IS THAT SOME PEOPLE DON'T WANT TO TAKE THAT PATH ... ... BUT IT IS JUST THEIR PROBLEM !!! !!! EVERYBODY CHOOSE WHAT IT WANTS !!! !!!",5 years ago,0.0,UgxG2SMN2QXNTuqGmgV4AaABAg,0,0.0,2012-12-05 09:16:50.632,ddf0dr1v3r2,jews,[]
9,True,WTF....................WTF........................WTF.............She needs help. She has nothing better to do in her life but to make fun of people.,2 weeks ago,1.0,Ugyr_lOijT0VIrWeKiV4AaABAg,3,1.0,2017-11-24 04:47:18.951,nette149,black,[]
Default,False,OMG this dude has the worst costumer service skills,2 years ago,0.0,Ugj89XcBmtfi6ngCoAEC,0,0.0,2016-01-05 16:26:51.246,Sergio Gutierrez,jews,[]
Default,False,"THESE NASTY THOTS,BEGONE!!!",1 month ago,0.0,UgzbAO-M3nHGjPCouFx4AaABAg,36,0.0,2017-11-08 04:47:42.746,Aaron Geraldo,black,[]
Default,False,"Yeah racism died down in the US but then BLM bought it back to life, you can thank them for the reborn hatred of black people",5 months ago,0.0,UgiOyJI_nzOGu3gCoAEC,0,0.0,2017-07-08 04:46:49.529,AussieBlokeGordo,black,[]
5,True,"This is highly dodgy.. including critics of Israel in 'anti-Semitic' catch all summaries.  It's bullshit.  Israel is a political entity and being Jewish is a religion.

Calling in the ADL, the most stupidly named organisation in the world (defaming people seems to be their raison d'être) is ultra-bias!

This program do some excellent stuff highlighting racism, but this undermines it, radically!

Helen Thomas?  Are you fuckin Serious!",3 years ago,0.0,UgjqLW1seSG253gCoAEC,0,0.0,2015-01-05 16:26:58.076,Yemach Shemo,jews,[]
9,True,"I find it amazing how a lot of people from different backgrounds know what God thinks or demands from human beings.
Until God reveals him or herself to everyone carrying a book of do's and don'ts mind your own F ing business.",1 year ago,0.0,UghKnVdnmw3WPHgCoAEC,0,0.0,2016-12-05 04:43:58.564,bcdhifi,lgbt,[]
Default,False,This is bs.,5 months ago,0.0,UghrtLFapaD7THgCoAEC,0,0.0,2017-08-05 16:23:03.212,Fredrik Zachrisson,jews,[]
Default,False,"christian problem
comments : YOU SHOULD BE ABLE TO LIVE WITH YOUR RELIGION PEACEFULLY!

Islam Problem
comments : NO HATE! NO SHAME! ISLAM IS A-OK!

jewish Problem:
comments : ugh, bunch of whiny-ass thiefs. 


education time!~

a jew: a person who follows judaism, a religious person 
an israeli: a person who lives in israel. 
a jewish israeli: an israeli who is also a jewish

got it kids? 
good!",1 week ago,0.0,UgzTnS8cpeUsXC8TCgt4AaABAg,0,0.0,2017-12-29 16:22:33.614,delias hyparete,jews,[]
9,True,America is a racist country. Period.,1 month ago,0.0,UgwoAhMCKlGyWI1e7cV4AaABAg,0,0.0,2017-11-13 05:29:52.147,Truth Seeker 312,black,[]
Default,False,"Honestly, I’m ashamed, but at the same time, lmfao",1 month ago,0.0,UgwXaJmEpzvQmp7DvvR4AaABAg,0,0.0,2017-11-08 04:47:32.701,h œ s,black,[]
9,True,"white trash monsters, who pobably hurt their own kids",6 months ago,0.0,Ugip69PSmsjMI3gCoAEC,0,0.0,2017-06-08 04:46:53.964,Aaron DeNigro,black,[]
Default,False,Yelp,1 month ago,0.0,UgyWagjzzZv9wN5bJ1l4AaABAg,1,0.0,2017-11-08 04:46:00.977,onexcox6,black,[]
Default,False,"Ur obviously trolling and Cutting/pasting:

- Muhammad never hated anyone. Quran says theres no religion compulsion. He spread his message through reason and peace.
- He did not murder. It was a war of self-defense. And the women of the enemy husbands died, so they were willingly taken. They were treated nicely and taken care of. They were freed if wished
- He never lusted u liar, he was no ordinary man, he was a mercy to mankind
- Those muslims r wrong, i follow muhammad's example by tolerating",5 years ago,0.0,UgxFOXJCscxq1OgOeDp4AaABAg,0,0.0,2012-12-05 09:16:47.630,LastRambo341,jews,[]
9,True,This guy is a monster.  Period.,3 years ago,0.0,UgjHxSAJu88r_HgCoAEC,1,0.0,2014-12-05 04:47:36.826,Dustin Reed,lgbt,[]
9,True,Mental case! Religion has become ridiculous and full of nut jobs!,4 years ago,0.0,UgwOb9-eNYiGkJXkioB4AaABAg,0,0.0,2013-12-05 04:47:41.092,Marguerite Hebert,lgbt,[]
Default,False,"""We're not in Canada"" I'll have you know when I was arrested (In Canada of all places). When I was in cuffs and was being walked to the vehicle one of the officers took out his gun and threatened to shoot me for no reason. He was reprimanded for it, but still, shit happens out here too. So don't try and play shit off like Canada is perfect.",2 months ago,1.0,UgxwFTqEpRlrAkAQ5zV4AaABAg,100,9.0,2017-10-13 05:30:10.311,Beat Lab,black,[]
"4,8",True,"Love every gud ppl.
Equality for all

Im muslim",2 months ago,0.0,UgzbaA29s7JoR6pj-Uh4AaABAg,5,0.0,2017-11-05 16:22:43.082,N ZE dIdO,jews,[]
Default,False,"You tell a story of religious vandalism.A man who demands respect for his own religion while destroying the property of others.As if to say such bhavior is acceptable.Butjust suppose some1 had attacked the BlackStone at Mecca in a similar way,&some1 said,""Who did this?"" Pagan could just as easily say,""Ask Allah"",& xpect the same reply.Silence...Muslims seem to revere the BlackStone at Mecca in much the same way earlier MeccanPagans did.Practice same rituals.BlackStone seems to be Heart of Islam.",4 years ago,0.0,UgzIYTahcrGLPRlwhQ14AaABAg,0,0.0,2013-12-05 09:16:05.370,gary wersley,jews,[]
Default,False,american people don't forget 9/11,9 months ago,0.0,UgwpjV_elSz58tF76id4AaABAg,0,0.0,2017-04-05 16:23:24.518,76tricolor,jews,[]
"7,9",True,"muslims are the chosen ones now??! you must be joking.
who will choose such a fail religion?",6 years ago,0.0,UgyUS-UmbUrwc-12v_14AaABAg,0,0.0,2011-12-05 09:17:36.610,Robbie Chello,jews,[]
Default,False,"funny.. the guy played as anti muslim bigot and only a few few people protested.. but when he played as anti jewish bigot, everyone and his dog protested...",2 years ago,1.0,UgjNECoJD8D80HgCoAEC,140,39.0,2016-01-05 16:26:43.603,Buntalan Lucu,jews,[]
9,True,"That Police is a Racist they make me mad.... In my mind I think like

Mind- ""Omg!!! The Police need to die now!!!!""",3 weeks ago,0.0,UgxuMCzDuuUsxYOprqd4AaABAg,0,0.0,2017-11-17 04:45:48.275,bunny_ 005,black,[]
7,True,"He's REPROBATE! lol

Why is he yelling in a forest?",2 years ago,0.0,UgipMGfOtS-EV3gCoAEC,1,0.0,2015-12-05 04:45:53.245,GUNxprt,lgbt,[]
Default,False,Thank you for your video !,3 years ago,0.0,UggynYaD1dw2GngCoAEC,0,0.0,2014-12-05 09:12:58.643,Shony Kelet,jews,[]
7,True,He committed the crime of being black in America.,3 months ago,0.0,UgywN42iY4RQo-madmB4AaABAg,0,0.0,2017-09-08 04:46:28.717,Geoff Cliff,black,[]
Default,False,"Kirk Cameron you said the plain truth,  you are a courageous. valiant and honorable man, a good ambassador for God's kingdom.  in the same way you honour God, He will honour you.",1 year ago,1.0,Ugg0fMo2mqjFcHgCoAEC,0,3.0,2016-12-05 04:43:40.553,Rosarela Atkinson,lgbt,[]
Default,False,"Right on, Kirk!  Keep telling it like it is!

Piers is wrong and has no idea what he's talking about on this issue.

God will have the final word.",2 years ago,1.0,UggQShfnVUuUUngCoAEC,1,1.0,2015-12-05 04:45:03.543,David Gilbertson,lgbt,[]
Default,False,ITS NOT HURTFUL ITS THE TRUTH.,3 years ago,1.0,Ugi4Q98KSLHBL3gCoAEC,0,1.0,2015-01-05 16:27:05.246,UMANEDAKIDD19,jews,[]
Default,False,"This isn't just a black thing, maybe to him, but he's acting like a sovereign citizen, which are all colors and usually are extreme left. It is not hard to simply show proof of who you are, but people nowadays hate law, (or anyone to tell them what to do), so rather than being grateful there are still people who will risk their lives if you were being attacked, they hate cops. I'm white, I was asked on two different occasions for id. Once in a mall, because some nutty woman felt I might be a stalker, because I'd walked the mall five times. It was cold and rainy, so I did my walking there. People need to read FACTS more, and quit trying to act like lawyers. If this mans wife or daughter had been attacked, he'd be asking why they weren't asking people who they are.....",2 months ago,0.0,Ugxyl7pnfG9AQMnqbM54AaABAg,0,0.0,2017-10-08 04:46:09.422,OLD BAY,black,[]
Default,False,God bless that man in the sunglasses for calling out the Jewish parasites. Jews were the cheerleaders for the invasion of Iraq and Lybia. They tried to do the same to Syria because Assad didn't want to sign their stupid oil pipeline deal. Fortunately Russia stood up for Syria against ISIS (Israeli Secret Intelligence Service),6 days ago,0.0,UgzH1y7nU4jfZqWIdhV4AaABAg,0,0.0,2017-12-30 16:22:31.810,Shlomo Von Shekelstein,jews,[]
Default,False,i came back waiting for the intellects to expose her but i seen none...Ann Coulter is a jew!! surprise Motherphudruckers!! didn't even recognize her as one. these scams are being pulled all over the news and mass media in general. just goes to show most of us don't know our enemy,10 years ago,0.0,UgzVQ350KTGt_d1senN4AaABAg,0,0.0,2007-12-05 09:14:12.231,Hebrew Executioner,jews,[]
Default,False,The perfect Jew is a dead Jew,4 years ago,0.0,Ugy8n927E0woW02O-iJ4AaABAg,0,0.0,2013-12-05 09:13:57.500,PsychoD12,jews,[]
Default,False,"@guitarskatinwizard33 No, my religion does not tell me that i should kill all Jews. If anyone told you this, they were lying. Our religion encourages peace, and by killing all Jews, innocent & guilty alike, that is destroying the essence of peace. We have laws we must abide by, and if we break it and do not repent, we will have to answer for it on the day of judgement. So a true believer will not go around killing all Jews.",6 years ago,0.0,Ugy7mBIHKLior5uLv3R4AaABAg,0,0.0,2011-12-05 09:17:33.706,belikova01,jews,[]
"5,9",True,only a retard will believe in islam,5 years ago,0.0,UgxujWPnVU56G9DbCYB4AaABAg,0,0.0,2012-12-05 09:16:53.231,aethelwond99,jews,[]
Default,False,Thankfully there are people like this Pastor pushing people away.,2 years ago,1.0,Ugjeg-d0x-BUyngCoAEC,2,1.0,2015-12-05 04:47:40.414,Michael Lucius,lgbt,[]
9,True,What an asshole!,5 years ago,0.0,UgzVncUKyrtprL_axIV4AaABAg,0,0.0,2012-12-05 04:48:21.707,anOilPainter,lgbt,[]
5,True,"If Koran curses people based on his Race or Nationality, in this case being a Jew, then the Koran has to be a racist book. There is no other way to describe it.",1 year ago,1.0,UghHheBosIZdOHgCoAEC,91,110.0,2016-12-05 09:13:17.929,saeta aelopae,jews,[]
Default,False,still got that dyke bitch on ur show lol rip,2 months ago,0.0,Ugw6D2xy6_tYu89k2s14AaABAg,0,0.0,2017-10-13 05:30:10.307,redrat aberoth,black,[]
7,True,Nothing would make me more happy than seeing this guy with a dick in his mouth.,2 months ago,0.0,UgxjR1dyJ02ly8WaCLZ4AaABAg,1,0.0,2017-10-05 04:41:03.722,Trinity,lgbt,[]
9,True,Wtf u need help,2 months ago,0.0,UgwTA41HgZ3KSzhQgYF4AaABAg,0,0.0,2017-10-08 04:48:07.747,Sabby And Stuff,black,[]
9,True,Baha she tries so hard to be funny but she’s so cringey.,1 month ago,0.0,UgzRvVl7qb9WmP_G-EN4AaABAg,0,0.0,2017-11-08 04:47:57.421,Cooper P,black,[]
Default,False,How is he a BAD Preacher when he is preaching the word of God and saying not to be GAY?,1 year ago,1.0,Ugh2jyWfhjExeXgCoAEC,2,30.0,2016-12-05 04:45:38.316,Matt Brady,lgbt,[]
"5,1",True,"All the curse and hate that is coming out of this preachers mouth. Makes me wonder if he have the spirit inside him. He is preaching judgement, Jesus rebuked that.

James and John tried that. ""shall we send fire like the prophet Elijah did"" And they got rebuked badly by Jesus. 

Steven Anderson, I understand what you mean. However you are clearly mispresenting God under the new covenant. You are looking towards the prophet. while you should be looking to Grace.",2 years ago,0.0,UgjRdKHXV3w8gXgCoAEC,1,0.0,2015-12-05 04:45:58.979,Ebenezer Martizano,lgbt,[]
Default,False,And the comment section proves the video is relevant.,3 days ago,0.0,Ugw95qHxqRc2GxN0e914AaABAg,0,0.0,2018-01-02 16:22:31.799,Alden Buyer,jews,[]
Default,False,"with how badly israel has been treating palestinians altely, i'm surprised more people don't hate them",3 years ago,0.0,Ugj64nNYuVHhIXgCoAEC,0,0.0,2015-01-05 16:27:10.113,Paul Murphy,jews,[]
Default,False,"So, being a Christian means that you have encountered the true and living God and that you have undergone a change in your heart and soul.  It means that you are not restricted to your own concepts of right and wrong in order to please God because you cannot please God by what you do.  God will only find pleasure in you through Jesus Christ. To be a Christian means to follow Christ, to desire Him, to fellowship with Him, to be indwelt by Him, and to bring glory to Him in your life.",5 years ago,0.0,UgyY-7H35uFuiiUwcxt4AaABAg,0,0.0,2012-12-05 09:16:38.056,amirjankhanamaad,jews,[]
7,True,"He should do stand-up comedy or work in the circus industry.
Trying to talk his kids out of their sexual feelings.
What a funny funny guy",1 year ago,0.0,UgiXP_lXt6cwz3gCoAEC,0,0.0,2016-12-05 04:43:19.293,Morris Falker,lgbt,[]
Default,False,"The comment about the cheese makes me feel embarrassed. If you do not have an intelligent comment, then shut up.",5 months ago,0.0,Ugj9kJkzXR3BXHgCoAEC,0,0.0,2017-07-08 04:46:46.786,Iria346,black,[]
Default,False,bruh how yall gon say racist stuff to bout the cops but then call them racist. dont call them racist if ur being racist,3 months ago,0.0,UgwCB72zo2oqeDWyKlh4AaABAg,0,0.0,2017-09-08 04:46:19.687,Drexelmetor,black,[]
9,True,Racist asshole,1 month ago,1.0,UgzqI_S1Ea_vNz7UUAR4AaABAg,5,1.0,2017-11-08 04:47:46.597,j ice,black,[]
Default,False,"You guys are just assuming that what happened in this video happens to everyone, the guy wasn't complying with the cops so they had to arrest him and the guy had no valid evidence that he didn't do anything bad, only his word which could true or flase",5 months ago,0.0,UggtHMT0_Rj1yngCoAEC,0,0.0,2017-07-08 04:46:42.519,Manuel Martinez,black,[]
Default,False,"@kidsarocker 
if the god become human than he is no more god. think about it. where does it say that god will become a human? he cant become human thats why he sent many prophets. we know your bibles. you read the translation not the bible since the original bible is lost or destroyed. you read whatever you have but you dont believe. the bible says that the earth is flat and stable, you say no its egg shaped and expanding! who is telling lie? you or your bible?",5 years ago,0.0,Ugwlas5rgYh5S8DSP3V4AaABAg,0,0.0,2012-12-05 09:17:07.839,syed elahi,jews,[]
Default,False,"I don't know if this fact is true ... It Doesn't Matter How Logical Is The Argument ... but in my opinion Surely There Are Good Jewish People, Who Follow The Same God, Just Like A Real God's Warrior (in your soul, 1% against Satan, and 99% of following God)

IN FACT ""THE REAL GOD'S WARRIORS"", AS MOSLIMS SAYS, ARE THAT PEOPLE WHO FOLLOW GOD, MORE THAN FIGHT AGAINST SATAN !!! !!! SATAN, EVILNESS ... MUST BE NOT PROMOTED ... BUT, OF COURSE YOU CAN FIGHT AGAINST THEM JUST AS ""SELF-DEFENDING"" !!! !!!",5 years ago,0.0,UgzrfmZ6SJyj8lZRZ2N4AaABAg,0,0.0,2012-12-05 09:16:50.635,ddf0dr1v3r2,jews,[]
Default,False,No Jews try to Advertise their synagogue.,7 months ago,0.0,UggdZaZqS0GLoHgCoAEC,0,0.0,2017-06-05 16:23:15.811,Boo Tolchin,jews,[]
Default,False,"Really? like really? anti semitic? does that really exist in america? i thought they controlled everything already the media, banks, money, economic system, hollywood, entertainment, logic dictates if theres just one race monopoly everything, its more than coincidence.. people cant say anything about jews or israel in america, they can do it to people but people cant?",3 years ago,0.0,Ugh2e5OUuAGPb3gCoAEC,0,0.0,2015-01-05 16:27:29.015,CRUZEOO,jews,[]
9,True,"Kirk Cameron is just another typical stupid religious human being.  If Jesus was living in this earth right now Jesus will probably slap Kirk Cameron in the face and say ""I love and accept all people dumbass and that includes gays!"" ""Now stop misinterpreting what I wrote in the bible and shut the fuck up and get out of here you arrogant religious douchebag!!!""",2 years ago,1.0,Ugidpgm281g73HgCoAEC,6,38.0,2015-12-05 04:45:48.714,RussX5Z,lgbt,[]
Default,False,"Ah Anderson, when you're angry, you're the best! Amen!",1 year ago,1.0,UggSjwNbmYndFXgCoAEC,1,6.0,2016-12-05 04:45:31.462,Rob Mick,lgbt,[]
Default,False,Kirk thank you for saying homosexual is a sin stay blessed,1 year ago,1.0,UgiYcrHMLxAcnXgCoAEC,6,1.0,2016-12-05 04:42:20.687,Samantha MAHARI Angel,lgbt,[]
Default,False,"Nobody's born gay, its all childhood environment, its not genetic or DNA, its been proven.",4 months ago,0.0,Ugi_kGlU6ETEqXgCoAEC,0,0.0,2017-08-05 04:41:24.674,jack rohde,lgbt,[]
Default,False,You're probably a liberal too.. Lol.. What a jerk! Typical Tea Party Patriot & GOP. Supporter.. Pathetic. Lol.,3 years ago,0.0,UgickIco7EeaTXgCoAEC,0,0.0,2015-01-05 16:27:29.031,Republican Idiots,jews,[]
4,True,I'm a Christian I don't think jews killed jesus and I think that jews and other religions or ethnicity is good for America and if I ever saw this no matter what religion I would stand up for that person because that is unacceptable. so if you are some other religion or ethnicity just know all AMERICANS are not bad and will accept you no matter what,8 months ago,0.0,UgiEJTJH91-0XHgCoAEC,0,0.0,2017-05-05 16:23:19.388,jamiia butler,jews,[]
2,True,"JESUS IS THE TRUTH !!!!!ISLAM IS FULL OF CONTRADICCTION FROM THE BEGGINING ,,IT HAD HELP FROM CATHOLIC CHURCH FOR DESTROY THE TRUTH CRISTIAN THAT PREACH THE  TRUTH GOSPEL OF  JESUS YESHUA  ,,,ISLAM HAS BEING MADE FOR TODO ITS """"THE DIRTY JOB """""",,,, GET JESUS!! READ THE BIBLE IT HAVE ANSWER FOR ALL QUESTION OF ISLAM ,,AND HAS BEING WRITTEN BEFORE !!!!!! ONLY TRUTH GOD AND UNIC KNOWS THE FUTUTE!!!GOD BLESS YOU!!!!!!!!!!",3 years ago,1.0,Ugi6xfzgP43SyngCoAEC,3,5.0,2014-12-05 09:12:38.543,Joao pereira,jews,[]
Default,False,"Thank you for telling it how it is, I don't agree with this. I'm tired of people acting as if this is ok. Yes he is a freak I hate him too.",2 years ago,0.0,Ugj2mQE1suXzd3gCoAEC,0,0.0,2015-12-05 04:45:57.564,Keisha Cole,lgbt,[]
2,True,"The Most Merciful  Messenger of Peace says the below does this talk of peace or hate?
EVERY TREE WILL CALL OUT O ABDULLAH THERE IS A JEW HIDING BEHIND ME COME AND KILL HIM....

how can we even believe that you are peaceful? until and unless you prove it!!!",2 years ago,1.0,UgiyOjMnDoplVXgCoAEC,12,213.0,2015-12-05 09:13:36.768,acrobat krobat,jews,[]
5,True,"Yesterday it was Abortion. The day before BLM. Today's it's ""Let's hate Transgenders"". Lots of hate there",2 months ago,1.0,Ugwnk-a5026xcOVDkQd4AaABAg,10,7.0,2017-10-05 04:45:20.343,Bolgernow,lgbt,[]
Default,False,One German lady used to say: I woud rather scratch sh*t  with the chickens.,1 month ago,0.0,UgyUGRgpWkTrlBSUUVN4AaABAg,0,0.0,2017-12-05 16:22:40.137,Turley Thornton,jews,[]
Default,False,"- A married couple who are both adults and love each other does not determine him being a child rapist. Sheesh, stop interfering in other ppl's marriages.
- If it was toxic, then they all would have died. They drank it because they had no water. There follows some of what was said in the article by Dr. Ahlaam about camel urine",5 years ago,0.0,Ugznpsv25Pdj3nesOaN4AaABAg,0,0.0,2012-12-05 09:16:45.555,LastRambo341,jews,[]
Default,False,reparative therapy works,10 months ago,1.0,UggRCIfkR2nGEHgCoAEC,1,11.0,2017-02-05 04:41:58.990,Rhino ZR,lgbt,[]
Default,False,Why not comply?,2 months ago,1.0,UgzqokQAcF3G2pppfFp4AaABAg,0,1.0,2017-10-08 04:46:17.992,Avery Jarhman aka KnutesNiche,black,[]
Default,False,heil hitler,4 years ago,0.0,Ugy8dfkcc7OQq3xod_d4AaABAg,0,0.0,2013-12-05 09:13:08.076,MegaHmza,jews,[]
9,True,I would cut of there earlobes,2 months ago,0.0,UgzO6vNnZ1TwAVCK-c14AaABAg,0,0.0,2017-10-08 04:46:12.192,Tabatha McClellan,black,[]
Default,False,The black them fi start kill out them rass,2 months ago,0.0,UgxH1M5Umhsmhf1Rocl4AaABAg,0,0.0,2017-10-08 04:46:11.153,Denvon Ewer,black,[]
Default,False,"Israel does a very good job. Anyway, bout what you were saying about Afghanistan, Pakistan etc, they were all good places until the west came over for their 'war on terror' which seemed to be 50% of the time killing innocents, where as the other 50% of the time it was to steal oil or destabilize their government.",4 years ago,0.0,UgxLcGRjnFSezVaUzbZ4AaABAg,0,0.0,2013-12-05 09:16:01.290,Mohamed Abdelbari,jews,[]
Default,False,"@Soloman1001 ...thousands of people report, but has no evidence. Millions due to ignorance believed that earth was flat and sun revolved round the sun. These are the same people we are talking about. Demons from people's bodies??? Maybe some things are beyond logic and reasoning, but we can try to use logic instead of concluding with absolute certainty like religion does. We don't need ghosts, demons, devil, satan, or a priest (same thing for me) to find the goodness in us. Peace.",7 years ago,0.0,UgwDaE8lKjq7k43SZBF4AaABAg,0,0.0,2010-12-05 09:13:24.582,anbanb77,jews,[]
Default,False,LOL what a legend,1 month ago,0.0,Ugz3NkJLvEPyDUIGRE14AaABAg,1,0.0,2017-11-08 04:47:36.151,John Lol,black,[]
Default,False,"First off she has a few points as it pertain to today and some white folks. Back in the day. Alot of music and ideas were taken and boldface not changed(Elvis) and taken from blk hard work. I just feel if you appropriate it don't act as if it was original. I'm blk and that includes weaves. Btw, weaves. Is a fashion statement ! A lot of blk girls have hair but as a protective style(against harsh perms) blk girls opt to braid their hair and weave over it to protect there hair and have a desired style that in vogue in our community.",1 week ago,0.0,Ugzmx-ylvEO4nIJ_BS54AaABAg,0,0.0,2017-12-01 04:47:11.842,Serge Mathurin,black,[]
9,True,What a total CUNT.,8 years ago,0.0,Ugw-jzAywfMzfrDsXKZ4AaABAg,0,0.0,2009-12-05 09:46:37.996,MANTLEBERG,jews,[]
1,True,"The bible talks about men of God who were polygamists and had concubines.  It says a man can murder his wife if she cheats on him.  It even says that he force her to have an abortion if she does something wrong, (LOOK IT UP)",9 months ago,1.0,UghrBxOeCAOvQHgCoAEC,0,3.0,2017-03-05 04:41:56.485,Pennee101,lgbt,[]
Default,False,Even though the guy was 100% right.. he did nothing wrong.. if the police ask you your name and there. Threatening to arrest you just identify yourself...When you’re stuck between a rock and a hard place and sometimes you just Gotta give in when you can’t win in a situation like that..,2 weeks ago,0.0,Ugz0GJDtN6n6iGPro4N4AaABAg,0,0.0,2017-11-24 04:45:45.841,Sean Haskell,black,[]
4,True,"I am a muslim and I love everyone .The prophet muhammad (peace be upon him) said: O people, your Lord is one and your father Adam is one. There is no virtue of an Arab over a foreigner nor a foreigner over an Arab, and neither white skin over black skin nor black skin over white skin, except by righteousness. 
This is the true love and this is the real islam",5 months ago,0.0,UghXVnC-YUsTzngCoAEC,0,0.0,2017-08-05 16:23:03.197,CaptainVamp,jews,[]
Default,False,Muslim saves thousands of jews in caliphate era they never say.,4 years ago,0.0,UgwiGw3VgCos5JC5yWB4AaABAg,0,0.0,2013-12-05 09:16:11.739,H. N Bean,jews,[]
"1,9",True,"all of the prophets were Jews dumb ass. The arabs were never chosen by God, they were deceived by allah, who is satan, mohammed was the false prophet Jesus warned of. Mohammed said Jesus did not die, was not the son of God, Jesus  was not resurrected. The Quoran and mohammed, the false prophet, repudiated the pillars of christian faith, then muslims say, they respect Jesus, then call him a liar.",4 months ago,0.0,Ugg-Jt5SqQJsAXgCoAEC,0,0.0,2017-08-05 09:12:53.104,Terry Harris,jews,[]
Default,False,Piers always tried so desperately hard to make a fool of these guests and he was bad at it. Kirk handled himself perfectly. He didn't bow to political correctness and just stuck to the standards God has for us. Piers could learn a thing or two about that.,9 months ago,1.0,UgiRYQmi7wl8YngCoAEC,0,3.0,2017-03-05 04:41:56.441,Clockwork399,lgbt,[]
Default,False,homosexuality is more than unnatural. its a mental illness. but the mainstream wont admit it because it hurts people's feelings.,1 year ago,1.0,UgiIWucH9Uqd9XgCoAEC,2,5.0,2016-12-05 04:43:34.162,James Jacobs,lgbt,[]
Default,False,"@audi940
Google, the world’s most popular Internet search engine, has found in a survey that mostly Muslim states seek access to sex-related websites and Pakistan tops the list. Google found that of the top 10 countries - searching for sex-related sites - six were Muslim, with Pakistan on the top. The other Muslim countries are Egypt at number 2, Iran at 4, Morocco at 5, Saudi Arabia at 7 and Turkey at 8. Non-Muslim states are Vietnam at 3, India at 6, Philippines at 9 and Poland at 10.",6 years ago,0.0,UgzF3xDL1zU88WGM3PV4AaABAg,0,0.0,2011-12-05 09:17:32.204,ISLAMizCANCER,jews,[]
Default,False,"Pagans did not actually worship idols.They used idols as a means of focusing on the divinity that the idol represented.No pagan nation would have understood the term ""idolaters"".They worshipped divinities,not images&statues.Pagan divinities were false gods,just as was Moses JealousGod.Jews revered their temple just as much as Pagans revered their statues+templesJust as much as Muslims revere their HolyShrine at Mecca.As a means of focusing on the false God that it represents.KaabawasPaganShrine.",5 years ago,0.0,UgznYtNIqgRJNYYJL654AaABAg,0,0.0,2012-12-05 09:16:45.579,gary wersley,jews,[]
