Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
Default,False,r drunk,4 years ago,0.0,UgyqtP6uF_w87amsoK14AaABAg,0,0.0,2013-12-05 09:13:55.214,Fallen Angel,jews,[]
Default,False,stupid nut whos killing jew whos taken elses land say dont belief anything isnt belief say god,4 years ago,0.0,Ugw5q_reJh20IDU08Et4AaABAg,0,0.0,2013-12-05 09:15:59.816,Shakeel Ahmed,jews,[]
Default,False,garywersley islam forbids forced marriages theyre invalid according aishas hadiths mentally mature according science moment girl hits puberty give birth wives free worship muhammad disobeying allahs command committing biggest ur atheist hell,5 years ago,0.0,UgwJs6iaQK7fJ81V6qJ4AaABAg,0,0.0,2012-12-05 09:16:44.551,LastRambo341,jews,[]
Default,False,latoya racist hilarious,1 day ago,0.0,UgzWl5_GX-N1C8lgMMh4AaABAg,0,0.0,2017-12-07 04:47:03.316,AK NATION,black,[]
9,True,wont surprised wife finds stuffing inch dildo ass,7 months ago,0.0,Ugh-Cghqk-mUoXgCoAEC,3,0.0,2017-05-05 04:47:18.728,Luke Animations,lgbt,[]
Default,False,kelly davis macon,2 months ago,0.0,Ugyh6kW7wlu3Vc7aojd4AaABAg,0,0.0,2017-11-05 16:22:40.161,Kelly Davis,jews,[]
"7,9",True,dude sounds like weiner,1 year ago,1.0,UgjiaSqFmJR4xHgCoAEC,0,1.0,2016-12-05 04:45:38.302,300pzl,lgbt,[]
Default,False,know sure muslims today perform rituals earlier paganarabs didthey revere blackstone mecca seems revere muhammad even morethey must include muhammad prayers achieve paradise deathits good praying allahmuhammad must includedwhen christians pray version god fatherincluding jesus prayersmuslims love tell idolatryit seems muslims,4 years ago,0.0,UgzBsgAoj7mSD1CdQMd4AaABAg,0,0.0,2013-12-05 09:16:12.942,gary wersley,jews,[]
9,True,hard black people would never white really sick bunch cave beastscant even enjoy sun without burning updemons,3 months ago,0.0,Ugyl7uxWFbS8CEF-S_J4AaABAg,0,0.0,2017-09-08 04:46:21.132,Tinka Smith,black,[]
"4,9",True,everyone ’ responsibility stand antisemitism muslim american would kicked shop owners butt tolerate racism next,2 years ago,1.0,Ugj1zPi3RluwcXgCoAEC,3,1.0,2016-01-05 16:26:40.844,AdamR,jews,[]
4,True,first thing humans jew live israel understand human beings hate jews believe god everyone live way wants hate us jews never saw jew commits suicide islam never saw jewish thief murderer hate us god human beings define persons,3 years ago,1.0,UgipHqbH5k4pUXgCoAEC,0,1.0,2015-01-05 16:27:34.160,nope light,jews,[]
Default,False,dont think tunisia islamic country believe secularist live mild islamic country call dormant state said people muslims tell people need know,4 years ago,0.0,Ugykak5rPml-3phHGRR4AaABAg,0,0.0,2013-12-05 09:13:02.907,Soloman1001,jews,[]
Default,False,problem police treats blacks nice use force please ok blackies many crimes usa,3 months ago,0.0,UgxvpcuVk3BLirgoODZ4AaABAg,0,0.0,2017-09-08 04:46:30.268,La Ho,black,[]
Default,False,free speech,1 year ago,1.0,Ughyb1-W0oUGp3gCoAEC,0,1.0,2016-12-05 09:12:59.909,Ebraaheem Aseri,jews,[]
Default,False,brilliant kirk love brother good news god love longing forgive wrongs sins bible perfectly states,11 months ago,1.0,UgjDDvE8EdSliXgCoAEC,87,41.0,2017-01-05 04:42:05.736,bradzilla channel,lgbt,[]
Default,False,rightfully quote quran refute bible quran written contempt jews jews refused laws moses knowing heritage jealous god chosen abraham establish covenant abraham jacob faithful god keeping law ismael bitter coveted fathers love blessing due mothers contempt cain contempt able covets bitterly jealous,6 years ago,0.0,UgxDKWWSQfjcGdxhIpJ4AaABAg,0,0.0,2011-12-05 09:17:20.125,SeekTruthinLight,jews,[]
Default,False,population europe dark ages runs around million rubbish million people killed black death beubonic plague throughout europe really dont know getting figures european population dark ages closer million people going stick ridiculous low figure youll explain million died plague europe million people around,5 years ago,0.0,UgxirwFJv8CAA5fwk_J4AaABAg,0,0.0,2012-12-05 09:13:13.331,UK Crime,jews,[]
9,True,shitty bigot,2 years ago,0.0,UgjCciHTqIJnoHgCoAEC,4,0.0,2015-12-05 04:47:59.101,TeabaggersSUCK1,lgbt,[]
8,True,love answer hate hatred tried dont think time new approach moshe,10 years ago,0.0,UgwXfPjl3hB_hMEoex14AaABAg,0,0.0,2007-12-05 09:46:40.589,Moshe Rosten,jews,[]
1,True,jews religion centuries desert warlord came knocking said hey new prophet gon follow nonsense jews told go fuck wrote word jews evil jewish media called mad time alive true story,2 years ago,1.0,Ugj_5m-zarJ50ngCoAEC,98,56.0,2015-12-05 09:13:36.795,FRiKiJDM,jews,[]
"5,7,8",True,comical total bullshit maybe show always like someone far fringe group would say anything sort especially israel giving us many good reasons dislike supporters every jew city people really stupid seriously feel sorry,3 years ago,0.0,Ugg2PuGDUlp0TXgCoAEC,0,0.0,2015-01-05 16:27:10.109,Joe X,jews,[]
7,True,wonder guy grew pastor said pokemon evil,3 years ago,0.0,Ugj5p4tDY5BeAHgCoAEC,1,0.0,2014-12-05 04:47:36.795,theythinkimcrazy,lgbt,[]
Default,False,hi dear discussg abt god god thats another subj glory give praise idols continues means god share glory praise others idols god lie change mind…num means god change ways god isaiah arabicsmithvan dyke يقول الله…worldlingo translates way allah says,4 years ago,0.0,UgxLeJ0YHc6E1w6J3HJ4AaABAg,0,0.0,2013-12-05 09:16:26.791,Abdu Kwt,jews,[]
9,True,fucking idiot,10 months ago,0.0,UggkdnevPdQoyHgCoAEC,1,0.0,2017-02-05 04:45:18.699,Jon Johnson,lgbt,[]
Default,False,god though anyway point used religion control people similar way mohammad,4 years ago,0.0,UgwztbR3oD65IIZY-ed4AaABAg,0,0.0,2013-12-05 09:13:04.106,Soloman1001,jews,[]
Default,False,like disabled comments fat person video,3 days ago,0.0,Ugx7PFXWAtlawJVSzU94AaABAg,1,0.0,2017-12-05 04:47:04.188,Rathi SSJ,black,[]
8,True,thats bad mother jewish dad blond hair blue eyed arian baptist christian nobody prejudice towrds anyone deals politics mother republican,1 year ago,0.0,Ugg6wu6GhX4D_ngCoAEC,2,0.0,2017-01-05 16:23:49.100,Barbara Errickson,jews,[]
5,True,racism finest,1 month ago,0.0,UgypDKTsKND0Zq_zew14AaABAg,0,0.0,2017-11-13 05:29:55.758,No Excuses,black,[]
4,True,isnt true chritian true pastor among things embarassment us humbly apologize morons actions,5 years ago,0.0,Ugw6dEEnpSHUC2mRAnd4AaABAg,0,0.0,2012-12-05 04:48:23.987,Ronnie Martin,lgbt,[]
4,True,whitsitalian ive robbed occasions baltimore city police stopped black lite icons ghetto neighborhood theyst thought buy dtugsect driving nice car wearing thousand taylor made suit w rolex asked w cash pocket asked big manmeaning dope dealer replied officer work wall street companies started late eyrs old time nd car arrived demanded step outta car knew something bad gon happen handcuffed safety car searched avail nd cop yelling gf berri attractive brunette point cryling literally thug ass cop screaming staying away people like meaning criminals w hamds cuffed fromt took cell phone called lawerveey closer friend client whos money managed stock market police saw talking lawer giving plate cop car names instantly turned dime demanded get phone hang lawernow speaker phone instructed thing quickly let go knew gon held accountable upon getting keys back realized cash missing outta envelope pulled glove compartment soooo pissed know rob ass broad daylight way way way worse person color ive seen happen million times tell cops every time deal w offence dont trust damn peopleyou people reall pisses say tell story neighborhood white child made minority grew foster child junkies parents baltinore city system police tvnews every week stealing money shooting unarmed blacks minorities sick fukin joke,1 month ago,0.0,UgyUz1Gc2wcaJH5qIm94AaABAg,0,0.0,2017-11-08 04:45:58.741,Jason Gardner,black,[]
7,True,think dude gay,2 months ago,0.0,Ugzf0OktSnEI50ZHTa94AaABAg,1,0.0,2017-10-05 04:41:11.138,swish831,lgbt,[]
2,True,christianity contradicts itsself much infuriating thou shall kill supposedly gods children acceptable excuse commandment verse gods children shouldnt wanting murder eachother something like,1 month ago,0.0,Ugw8bJiI2zIGa6ahhhJ4AaABAg,0,0.0,2017-11-05 04:46:59.717,Morgan Smith,lgbt,[]
3,True,account,3 weeks ago,1.0,UgwpugWnS8JknuxIKHJ4AaABAg,2,2.0,2017-11-17 04:47:21.753,Jayda Williams,black,[]
4,True,year old cousin wanted cop found dads friend got killed cop reason talks cops like theyre enemy hes,5 months ago,0.0,Ugj1r2lOIGjb6HgCoAEC,0,0.0,2017-07-08 04:46:47.806,Lorelly S,black,[]
2,True,god tells us hate pretend god satan,9 years ago,0.0,UgwJMPBQZ8nQF9NzHTN4AaABAg,0,0.0,2008-12-05 09:46:39.593,Lorraine Keegan,jews,[]
Default,False,jew hindu retarded terrorist agnosticis big word muslims cant understand nonhindu would respect hindu respect muslims muslims cant understand atheist would like jews evil muslims cant understand would love buddhists hate muslims hindus=good jews=good buddhists=good muslims=worst people earth jews lived hindus years peace muslims could never understand peace like,4 years ago,0.0,Ugwp6aTZgHMVpvPzR2d4AaABAg,0,0.0,2013-12-05 09:16:18.026,Shred house,jews,[]
5,True,damn dude rough,3 weeks ago,0.0,UgwkVYSk2fx_zzFRamV4AaABAg,0,0.0,2017-11-17 04:45:49.230,GitKnown Media,black,[]
Default,False,whos fat white police,3 months ago,0.0,UgziMhf950Xls4aESe54AaABAg,0,0.0,2017-09-08 04:46:22.521,Cristopher Pino,black,[]
Default,False,piers devil,1 year ago,0.0,UgiGKOndLutMuHgCoAEC,0,0.0,2016-12-05 04:43:00.071,Rich K,lgbt,[]
Default,False,fucking morons human stop making excuse fight btw waiting picr shit reply ahhahhahaha,1 week ago,0.0,Ugz6MYg0CBO89895a7x4AaABAg,0,0.0,2017-12-01 04:47:07.580,Sammy Ontwan,black,[]
Default,False,wanty slide tackle twat,6 months ago,0.0,UggLoYAeb0ObB3gCoAEC,0,0.0,2017-06-05 04:41:37.897,Goodlies,lgbt,[]
9,True,ive seen mr andersons videos shock see slanders people criticize countries ethics hes godly person wolf sheeps clothing,3 months ago,0.0,UgyUo2geA-Qsa3uGy6p4AaABAg,0,0.0,2017-09-05 04:45:12.656,King Lions,lgbt,[]
Default,False,go arnt true christians crap look everything said true factual christian religion dont respect view docent make view wrong makes blind dont lumped christian evil rename sect christians dont hurt abuse people follow book atrue christian gays killed atrue christian dont believe youll burn forever,5 years ago,0.0,Ugw68i1wi-6kI2DUPAB4AaABAg,0,0.0,2012-12-05 04:48:10.226,doctorbuckner,lgbt,[]
Default,False,wolf bitch ss spoken,8 years ago,0.0,UgxS0X1QQbk3bjiezjB4AaABAg,0,0.0,2009-12-05 09:14:11.225,skinwalkerxxx,jews,[]
Default,False,judaism christianity islam related like football teams competition dont like else say wouldnt less curse atheist,1 year ago,0.0,UgiNtIzRaDhZyXgCoAEC,1,0.0,2016-12-05 09:13:04.805,Bruno56,jews,[]
Default,False,offensive arrogant,1 week ago,0.0,UgyeBUsJTB_ugOfF_fZ4AaABAg,0,0.0,2017-12-01 04:47:09.183,Brittanie Reed,black,[]
4,True,’ sat next bus pulled dick started masterbate would ’ loved moisey help guy arrested cuz bus driver called dispatch called cops nobody helped,1 month ago,0.0,Ugxf5Vh5U026MiVRpP94AaABAg,0,0.0,2017-11-13 05:29:54.770,Makeup4mimi,black,[]
Default,False,heavenswindsong ´tell daughters nota secret,6 years ago,0.0,UgzizECd2q1a0xtroA14AaABAg,0,0.0,2011-12-05 09:17:37.776,Evoxane,jews,[]
8,True,opinion matter religion follow human beings,2 years ago,0.0,Ugj5MP9vXfpIS3gCoAEC,2,0.0,2016-01-05 16:26:32.040,saahil mahmood,jews,[]
2,True,simple question islam religion belongs peace many conflict muslim live many country muslim country fight islam vs religion,1 year ago,1.0,UgiqW8VTSwni8HgCoAEC,0,3.0,2016-12-05 09:13:17.952,Ashutosh Jadli,jews,[]
Default,False,fuck kkk,1 year ago,0.0,UghNz163uqFMv3gCoAEC,0,0.0,2017-01-05 16:24:13.953,LOVE GÄRIS,jews,[]
Default,False,yea video gon make think cops bad lmao idiots,2 months ago,0.0,UgyT0rPscqId_CBPS5R4AaABAg,0,0.0,2017-10-08 04:46:05.475,matthew velocci,black,[]
Default,False,shes right tho,1 month ago,0.0,Ugy0UCVANbIHvkm9hXN4AaABAg,0,0.0,2017-11-08 04:48:01.695,headass,black,[]
"5,9",True,shame people jew hell dont react issues muslims replace jew muslim would stay lol xd,1 year ago,0.0,Ugjp3k69Wmy25ngCoAEC,0,0.0,2017-01-05 16:24:12.224,PORSCHE LOVE,jews,[]
Default,False,mammals exhibit homosexual tendencies therefore natural argue mammals mammals eat young mammals eat feces mammals lick vomit mammals lick genitals unclean parts nature clear male female differences procreation pollination etc based malefemale joining male male female female fact parts formed male female joining supersedes feelings might someone sex feel desire something contrary nature reason make right natural act reasoning based feeling desire deciding factor whether action okay good natural would validate behavior rapist murderers society destructive individuals acted feelings desires,1 year ago,1.0,UggWhc-M5kq24HgCoAEC,0,25.0,2016-12-05 04:44:07.687,Great Bread,lgbt,[]
Default,False,white girls winning,1 month ago,0.0,UgzgJepJxWyGKaQGhP14AaABAg,1,0.0,2017-11-08 04:48:01.715,Brycepal,black,[]
Default,False,ratulxy implying arabs favoritesam arab leave religionyou see favourites says hadith different arab arab white black know people rejected last prophet arab messenger time idk like answers questions may enough spread message every accepted,5 years ago,0.0,UgzvNOy_WLmkCSWMPhV4AaABAg,0,0.0,2012-12-05 09:17:10.048,aziz,jews,[]
8,True,pagans hope children abraham destroy rest world live peace,10 years ago,0.0,UgzXT7im7DR3Wgnm0KN4AaABAg,0,0.0,2007-12-05 09:46:40.606,mujaku,jews,[]
Default,False,thank kurt honest,3 months ago,1.0,Ugx5NiJ3al5JTWyys-94AaABAg,2,12.0,2017-09-05 04:41:18.953,Julie H,lgbt,[]
9,True,“ god bless america ” umi ’ even know happened america,2 months ago,0.0,UgwPKvfFDrml818Txp14AaABAg,0,0.0,2017-10-08 04:48:14.335,Mia Richards,black,[]
9,True,youre fucking obnoxious,2 months ago,0.0,UgwtGiHVrjb12DEquht4AaABAg,0,0.0,2017-10-08 04:48:13.055,Dorkusmalorkus Alamagorkus,black,[]
Default,False,ignorant,4 years ago,0.0,UgwL_d3TXYD84fmlOUx4AaABAg,0,0.0,2013-12-05 09:13:51.948,owen O'Neill,jews,[]
9,True,motherfucker,3 years ago,0.0,UgitxnvVMTC-QngCoAEC,1,0.0,2014-12-05 09:15:02.565,franz musterman,jews,[]
Default,False,hes right,7 months ago,0.0,UghgqtmfOz71PXgCoAEC,0,0.0,2017-05-05 04:41:44.047,Max Hellsing,lgbt,[]
2,True,black wrong even ’ right,1 month ago,0.0,Ugw269thCny7Lhsu4rJ4AaABAg,0,0.0,2017-11-13 05:29:52.139,Ben Franklin,black,[]
Default,False,fuck jews pig,3 years ago,0.0,UggfPhVSq-6O4ngCoAEC,0,0.0,2015-01-05 16:27:37.527,Najeeb Albany,jews,[]
1,True,hed pissed learn jesus married two homosexual marriages performed thousand years ago,1 year ago,0.0,UgixvmEGSu7NY3gCoAEC,0,0.0,2016-12-05 04:43:49.553,Tom Cross,lgbt,[]
Default,False,lots folks arent getting itsome ppl never brought christ nevernot mention transgender since baby thats done side,1 year ago,0.0,UggMHZL982mfqXgCoAEC,0,0.0,2016-12-05 04:45:33.850,Charlene Charlene,lgbt,[]
9,True,hero police f racists,2 months ago,0.0,UgyfAFvHpG1iihKQzpN4AaABAg,0,0.0,2017-10-13 05:29:57.827,albert,black,[]
Default,False,religion problemespecially belief jealousgod mosesall faiths worship god history religious violence faiths faithpersecution inherent faithshistory tells us thatas long believe never peace earth among mankindhistory tells us thatthe idea eternalsalvation gained worshipping godprophet main probleman irattionaldelusion,4 years ago,0.0,UgybmbNKMUqA1-jHx0F4AaABAg,0,0.0,2013-12-05 09:16:32.458,gary wersley,jews,[]
Default,False,tube search polygamy wives prophet muhammad let muslim explain,5 years ago,0.0,UgwjIeAcfkiopD5UxFZ4AaABAg,0,0.0,2012-12-05 09:16:44.565,ghs224,jews,[]
7,True,haha hope answered question creator jews christians religious people saying quran written muslims creator become partial,2 years ago,0.0,Ugj_MRy8qL_lAXgCoAEC,0,0.0,2015-12-05 09:13:36.774,Spirithas noreligion,jews,[]
4,True,even black police officers screaming accusing something said oh yes worst white women installing lock room odd part story called police earlier white women report never put called police really let situation trying leave pleaded officers stay watch move things car said call put somebodys going jail would,4 months ago,0.0,UgzxxoLrxGR7KI5TxF14AaABAg,0,0.0,2017-08-08 04:46:31.846,Carey Kirk Jr,black,[]
Default,False,cops treat black people cop,5 months ago,0.0,Ugi-qYMrFht2x3gCoAEC,0,0.0,2017-07-08 04:46:41.017,Sneaker head in The Midwest,black,[]
Default,False,god bless kirk ray comfort modern day apostles,4 months ago,0.0,UggL6uFWkEPF3ngCoAEC,0,0.0,2017-08-05 04:41:22.913,david teklu,lgbt,[]
Default,False,jews present didnt get angry know bad jews,5 months ago,1.0,Ugi29es41krsingCoAEC,1,1.0,2017-08-05 16:23:03.174,Holocene Event,jews,[]
Default,False,look back history see continuous cycle death destructionas different faith claims worship mosesjealousgod strives wipe othersthe trouble cycle violenceis never endingas long believe notthe cycle violence continueswhat kind god wants mankind behave like thisis mosesgod god warbelief god never brought harmony mankindonly bloodshed violencestill today,4 years ago,0.0,UgyuTFvhvCHlGuoxVFx4AaABAg,0,0.0,2013-12-05 09:15:58.044,gary wersley,jews,[]
Default,False,people dont like fake jews shouldnt,11 months ago,0.0,Ughwt7d5TTW4GngCoAEC,0,0.0,2017-02-05 16:23:27.194,Babychedda,jews,[]
"1,8",True,contention islam opposed christianity doesnt really hold water anyway know much islam muslims simply say koran continuation torah albeit deny divinity christ falsely call prophet instead saviour love roman catholic church created islam reason roman empire created catholic church control masses muhammad went rogue tasted power,5 years ago,0.0,UgwUaRU3011hYfpEh4R4AaABAg,0,0.0,2012-12-05 09:13:13.336,UK Crime,jews,[]
9,True,fuck muslims,1 year ago,0.0,UgjXcSADhAv2w3gCoAEC,1,0.0,2017-01-05 16:23:42.267,gvnlee12,jews,[]
Default,False,jeff right look around jews leave ppl behind dont jews better islam true love god grabs hands pull safty true hands god dont let ppl starve true hands god dont hurt innocent ppl true hands god dont allow ppl remain stupid true hands god dont allow true hands god win noble prize study education instead help save creatures world,5 years ago,0.0,Ugy1uI6ryYg9UhlXOqV4AaABAg,0,0.0,2012-12-05 09:16:39.504,Debedeb,jews,[]
Default,False,turks liberal retardsfuckin pussies,2 months ago,0.0,UgwfW7f04ceFZSEFabJ4AaABAg,0,0.0,2017-10-13 05:29:57.821,Panzer Attack,black,[]
3,True,st amendment adjusted freedom speech except hate speeches anyone breaks adjusted st amendment either deported back cave country came locked,3 years ago,0.0,UgiTJnlPdXqPEHgCoAEC,0,0.0,2014-12-05 09:12:40.574,Mellymel0114,jews,[]
Default,False,alisinaorg,5 years ago,0.0,UgyvoKsKBLM_xnqJsr54AaABAg,0,0.0,2012-12-05 09:17:11.348,pakol,jews,[]
Default,False,prince fhabthanks standing gospel lord wicked generation abomination taken order dayshame,4 years ago,0.0,UgyPA-Q4Ahc6xxD0ON54AaABAg,0,0.0,2013-12-05 04:47:53.007,Ejobi Joseph,lgbt,[]
1,True,cops actually likely cautious around blacks harvard study proved based polling questions police officers,2 months ago,0.0,UgyPlMzxnmuEHCgBTcd4AaABAg,0,0.0,2017-10-08 04:46:12.188,Escorpion Venenoso,black,[]
2,True,wtf black people actually born blonde hair soooo become educated talking,2 months ago,0.0,UgwIOZqWWl5H6AJxc0t4AaABAg,0,0.0,2017-10-08 04:48:10.141,Liya Gurmu,black,[]
Default,False,kill homosexuals,5 months ago,1.0,UggIMjci-4HWHXgCoAEC,2,2.0,2017-07-05 04:47:10.328,Vexcite,lgbt,[]
Default,False,christians pray jesusgodmuslims pray godmuhammadbeliefreverenceworship muhammad god belief worship jesusgodboth included prayersworship believer wants get heavenparadisemuhammad makes claim jesusman approach god except thru himrevere himworship himobey commandmentsjesusmuhammadand please godand enter heavenparadisea blissfuleternitydont worshipbelieveeternity torment,5 years ago,0.0,UgwTK-t2S77mz7TN38N4AaABAg,0,0.0,2012-12-05 09:16:43.560,gary wersley,jews,[]
5,True,much hate much stupidity,2 years ago,0.0,UgiCwcrdk2tcSngCoAEC,0,0.0,2015-12-05 04:45:43.971,Sephiroth767,lgbt,[]
Default,False,love women,4 years ago,0.0,Ugw9UVAx9CcijeJwfVJ4AaABAg,0,0.0,2013-12-05 09:13:57.485,Mike Claude,jews,[]
Default,False,distinguishes antisemitism hate prejudice toward ascribing jews power else could kill christ control money supply media pull strings history behind curtain display comforted posthitlerian jewish resolvei kill first,3 years ago,0.0,UgiHqt7Z6HxwdngCoAEC,0,0.0,2015-01-05 16:27:43.350,Milo Makow,jews,[]
Default,False,oh noo pay parking meter really awful worth better freee parking alot,3 years ago,0.0,UghFOgLAqydZgXgCoAEC,0,0.0,2015-01-05 16:27:13.766,bestamerica,jews,[]
9,True,kill corrupt european demon infringes upon rights always carry arms,2 months ago,0.0,Ugx-R-KohZd0OVVIdeh4AaABAg,0,0.0,2017-10-08 04:46:13.928,FrnnkEducation,black,[]
Default,False,prophet muhammad solitude cave mount hira startled angel revelation gabriel seized close embrace single word command burst upon ‘ iqra ’ ‘ read ’ said ‘ able read ’ command issued twice response prophet illiteratethe first aya ‘ recitation ’ wasread lord created created clot,4 years ago,0.0,UgzskcUlHOSLpIDCWol4AaABAg,0,0.0,2013-12-05 09:16:06.710,mohamad tibi,jews,[]
Default,False,haha hahaha hahaha shit hilarious look offended everyone get sense humor,2 weeks ago,0.0,UgyLDOQJb4MRYy-CCx94AaABAg,0,0.0,2017-11-24 04:47:20.771,Brent Strech,black,[]
2,True,nice support beating little boys acting effeminate child young control inherent character traits christianity decaying strayed core message jesus,5 years ago,0.0,UgwGSWOwu4Z53otTMo94AaABAg,0,0.0,2012-12-05 04:48:28.971,Daniel Ayala,lgbt,[]
Default,False,would create something opposed christianity reason catholic church slaughtered million christians dark ages catholicism opposed christianity think catholic church tortured murdered christians christians second commandment says thou shalt make graven image walk catholic church first thing see,5 years ago,0.0,UgzYHv37oscJru_8UGp4AaABAg,0,0.0,2012-12-05 09:13:13.362,UK Crime,jews,[]
9,True,hope nypd stay clear,3 months ago,0.0,UgzsNkrqxCYKjukkyCp4AaABAg,0,0.0,2017-09-13 05:30:23.563,Foreign Creations,black,[]
Default,False,quran written since muhammad illiterate first allah chose knew people would accuse muhammad writing last prophet sent whole humanity,5 years ago,0.0,Ugzs2D70QWZvBapU7z94AaABAg,0,0.0,2012-12-05 09:16:50.615,LastRambo341,jews,[]
Default,False,choose peoplethey disappoint youchoose anotherthen anotherpick choose somebody get people job creator course totally innocent getting itsigh,5 years ago,0.0,UgwxljCJufP_QfOk_ad4AaABAg,0,0.0,2012-12-05 09:16:38.021,Tracchofyre,jews,[]
Default,False,thanks understanding us,4 years ago,0.0,UgzesS-HbzkKd3Y4Zah4AaABAg,0,0.0,2013-12-05 09:13:50.850,Dr.Zoidberg,jews,[]
1,True,quraan racist book several verses preaching accepting islam addresses mankind human beings muslims others specifically dont think quran curses need consult scholar tafseer references verse fact jews prophet killers quran pointed mean acts jews read try observe find,1 year ago,0.0,Ugi-5Ie1VHkd43gCoAEC,0,0.0,2016-12-05 09:13:08.190,Asif Afridi,jews,[]
5,True,jewish discrimination jewish united states bullshit,1 year ago,0.0,UgjqPU91pP-COngCoAEC,1,0.0,2017-01-05 16:24:01.463,Grunoloj,jews,[]
Default,False,yelled gun gun gun fired rounds left haha,2 months ago,0.0,UgyDUnsPWN__JYvpKu54AaABAg,0,0.0,2017-10-08 04:46:12.174,ss0317,black,[]
Default,False,see isnt every cop disgusting shouldnt resisted arrest delt court,4 months ago,0.0,UggK8Z5pOVQBCngCoAEC,0,0.0,2017-08-08 04:46:32.941,Evan Gagnon,black,[]
Default,False,see atheists always try make christians look like horrible people reality pastors coolest people ever meet christians look bad dont know talking however actually know religion nice people pastor coolest guys ever like friends getting tired atheists trying forcefully push hateful messages society blame christians saying atheists know nice ones saying ignorant ones really need get grasp talking saying stupidest crap ever say life,2 years ago,0.0,UgjCqAn-hauKFngCoAEC,3,0.0,2016-01-05 16:26:51.264,r4rev2,jews,[]
Default,False,leviticus kjv calls abomination penetrate another call death leviticus calls abomination romans called shameful corinthians says plainly gays inherit kingdom god thing bible condemns thousand things well gay talked people seem wan normalize behavior,4 years ago,0.0,UgxzA2_bYFQLanmL0cd4AaABAg,0,0.0,2013-12-05 04:47:59.351,Dorian P.,lgbt,[]
8,True,argue call people names keep believing science guess works,5 months ago,0.0,Ugj3ycLGg6s_8HgCoAEC,0,0.0,2017-07-05 04:41:30.792,Jo,lgbt,[]
"1,8",True,quran jewish book quran jewish patriarchs prophets first time jew reads quran often surprised fact quran focus muhammed ishmael arab people instead quran focuses primarily jewish patriarchs prophets quran concerns primarily history future children israel thus primary figures quran figures like abraham joseph moses king david fact primary figure quran moshe musa moses mentioned individual quran many jews surprised learn entire surah chapter quran surah titled children israel father jews mentioned quran prophets cited quran prophet moses talked even prophet muhammad within quran life journies relationships children israel spoken prophets verses quran mention moses,7 months ago,0.0,UgiazyB6DwNcKngCoAEC,0,0.0,2017-05-05 09:13:00.464,Paleo Aram,jews,[]
Default,False,everybody watching saying hes black idea happened video started officer gets called possible crime show form id otherwise impeding investigation crime fight back told arrested resisting another crime hes going say yeah brother hes upset cops people argue get mad sucks happened front kids best way handel say ok heres id waiting pick kids didnt know wasnt supposed leave,5 months ago,0.0,UghExow5lElYfXgCoAEC,0,0.0,2017-07-08 04:46:44.322,Luke Kieburtz,black,[]
Default,False,allah created knew kind people jews r warns us quran well friend see dominating world anything around world becos hold wolrlds economy muslims arent afraid becos everybody victory muslims jews billions dollars money cant prolong another minute life day breathe last,4 years ago,0.0,UgzAWDbM4hU6INAk60J4AaABAg,0,0.0,2013-12-05 09:16:02.550,semarakapini kampung,jews,[]
9,True,guy fucking idiot talking garden fucking tool read book lazy piece shit,2 years ago,0.0,UghVJkO77wsV6HgCoAEC,0,0.0,2015-12-05 04:44:33.802,Bela Tarr,lgbt,[]
Default,False,like real jews going destroy usa americans stupid realize,1 month ago,0.0,Ugy07J1vjiHfUH8t2YJ4AaABAg,0,0.0,2017-12-05 16:22:38.704,G Child,jews,[]
1,True,semite member peoples speak spoke semitic language including particular jews arabs,1 year ago,0.0,UghAxjkikhHqw3gCoAEC,4,0.0,2017-01-05 16:24:01.521,rabbitphobia,jews,[]
Default,False,even supported gay marriage id totally respect opinion wasnt lashing lgbt community said believes hating wouldnt make change would rather support gay marriage doesnt hated believes right,3 years ago,0.0,UgghnpwEnOnnuHgCoAEC,0,0.0,2014-12-05 04:46:17.829,Spider Man,lgbt,[]
5,True,wahhabist radical apologist speaks well insane,2 years ago,0.0,UgiJxLxXumFkengCoAEC,0,0.0,2015-12-05 09:13:27.113,Mortablunt,jews,[]
9,True,ann coulter big blubbering vagina,5 years ago,0.0,UgyyEBa3mvE53Nmh2cp4AaABAg,0,0.0,2012-12-05 09:14:01.238,oneiros666,jews,[]
Default,False,heil hitler,1 month ago,1.0,UgzQQwi7RueTif_LDOh4AaABAg,2,1.0,2017-12-05 16:22:40.127,Chuck Norris,jews,[]
Default,False,young turds,2 months ago,0.0,UgwibB_Ig9UY3Q6s8dZ4AaABAg,0,0.0,2017-10-08 04:46:13.909,gachi gasm,black,[]
Default,False,nearest among love believers find say christians amongst devoted learning renounced world arrogant,3 years ago,0.0,Uggwbm6i56CPw3gCoAEC,1,0.0,2014-12-05 09:15:02.512,Amin Sokwalla,jews,[]
9,True,moron even interviewed last interview piece shit show finished,2 years ago,0.0,UgjmWY2WcFbWWHgCoAEC,0,0.0,2015-12-05 04:45:00.629,Rosetta Williams,lgbt,[]
Default,False,arch angel gabrielpeace upon good god almighty miladmeah dense stupid like completely retarded,5 years ago,0.0,UgwEOVkMRVyZawo_73d4AaABAg,0,0.0,2012-12-05 09:17:02.127,gueroloko08,jews,[]
